file_line,txn_id,user_id,timestamp,merchant_name,amount,device_id,reject_reason
149215,t_4db83581d4000b7f,u_00692,2026-06-16T06:12:02Z,Home Depot,16.36,d_000974,exact_duplicate
158246,t_4855f88832cd1db5,u_00373,2026-07-15T00:23:23Z,Nike,21.73,d_000518,exact_duplicate
159429,t_7529e4c26a85d842,u_00245,2026-06-13T13:17:10Z,Philz Coffee,36.07,d_000341,exact_duplicate
163209,t_7ae45f8ef781a0ce,u_00984,2026-07-01T03:11:24Z,Costco Store 660,33.98,d_001373,exact_duplicate
166233,t_6e7a81dbc99b9f61,u_00391,2026-07-15T21:50:26Z,Philz Coffee Store 549,6.84,d_000545,exact_duplicate
172695,t_59b6900f0aa64a7f,u_00564,2026-05-27T20:41:57Z,DOORDASH #3734,8.74,d_000788,exact_duplicate
175324,t_279373320c4be236,u_00362,2026-05-07T02:00:05Z,REI Store 195,16.53,d_000502,exact_duplicate
180933,t_5d955f1b5a1aa6cf,u_00228,2026-05-25T21:26:44Z,PG&E,19.98,d_000317,exact_duplicate
181312,t_16a8205e12081aff,u_01793,2026-06-07T16:43:20Z,NETFLIX,10.18,d_002514,exact_duplicate
181688,t_53b5a9882ecaaabf,u_00848,2026-06-24T19:00:24Z,Temu,7.09,d_001185,exact_duplicate
182084,t_2bd43c550a80bed1,u_00092,2026-05-14T18:28:05Z,Delta Air Lines,26.91,d_000130,exact_duplicate
182428,t_30d657d06bb774d3,u_00541,2026-05-04T22:49:55Z,Planet Fitness,55.85,d_002808,exact_duplicate
184951,t_35cec876e1e08ac6,u_01805,2026-05-24T05:07:12Z,NORDSTROM SAN JOSE CA,54.12,d_002532,exact_duplicate
185104,t_1ff92e53937f8789,u_01352,2026-07-21T18:40:32Z,Philz Coffee,10.98,d_001888,exact_duplicate
190312,t_1e1a151c06214b52,u_01738,2026-05-30T22:42:27Z,NORDSTROM HTTPSWWW,,d_002435,missing_or_invalid_amount
190872,t_48a20abec3a5bbfb,u_00091,2026-05-22T20:00:14Z,eBay,,d_000128,missing_or_invalid_amount
193551,t_40eeaa76d5279be5,u_00014,2026-05-15T15:53:39Z,DELTA AIR LINES,50.83,d_000023,exact_duplicate
194349,t_51a976647d9f4775,u_00652,2026-05-20T14:17:36Z,CHIPOTLE,44.05,d_002851,exact_duplicate
199455,t_07f6df3bca61d511,u_00391,2026-07-28T13:51:43Z,PG&E,11.84,d_000545,exact_duplicate
200506,t_31bf0bf450bb2908,u_01545,2026-07-07T12:21:15Z,Lyft,,d_002157,missing_or_invalid_amount
203752,t_427fa31256f79cb2,u_01178,2026-07-18T04:10:50Z,PLANET FITNESS,20.72,d_001654,exact_duplicate
206631,t_7607565e03511fa9,u_00421,2026-05-25T19:57:05Z,CVS,10.03,d_000589,exact_duplicate
207797,t_3bffa5b7a0c9cbe0,u_00588,2026-06-11T08:32:10Z,WHOLE FOODS,,d_000822,missing_or_invalid_amount
209198,t_55aef69f9ee66105,u_00916,2026-07-08T17:25:33Z,Temu Store 686,97.92,d_001283,exact_duplicate
209262,t_313ebc037c7d6524,u_01269,not_a_timestamp,Philz Coffee,15.03,d_001777,unparseable_timestamp
211174,t_06917723642e1882,u_00980,2026-05-10T21:56:34Z,Nordstrom Store 181,18.9,d_001366,exact_duplicate
213142,t_04f018d70011b69b,u_00133,2026-07-15T13:29:35Z,Netflix,13.6,d_000185,exact_duplicate
213871,t_6ee6569022ff609b,u_01861,2026-07-17T12:44:43Z,SQ *SEPHORA,17.91,d_002609,exact_duplicate
214518,t_70177bb8daabd15f,u_01669,2026-06-16T21:14:02Z,7-Eleven,26.82,d_002331,exact_duplicate
216909,t_134935feb60e852e,u_01501,2026-06-24T14:29:21Z,SQ *PLAYSTATION,11.71,d_002098,exact_duplicate
217456,t_684b02c7fe299555,u_00691,2026-05-13T06:55:09Z,Best Buy,12.41,d_000973,exact_duplicate
217824,t_30a1bab9d8693f6f,u_00944,2026-06-09T02:07:51Z,CVS,6.84,d_001320,exact_duplicate
218475,t_214a60923961b88a,u_00467,2026-05-27T00:42:44Z,GEICO HTTPSWWW,,d_000660,missing_or_invalid_amount
218501,t_0d289d611e27520d,u_01260,2026-06-25T13:49:31Z,TARGET,15.76,d_001765,exact_duplicate
224099,t_503b213a6b6b268d,u_01346,2026-05-10T08:42:29Z,Temu,65.67,d_001880,exact_duplicate
224389,t_03f72e808bf9124e,u_01602,2026-07-06T00:20:25Z,Chevron,26.93,d_002238,exact_duplicate
226632,t_4740d0fd61dccb4c,u_00916,2026-07-25T05:21:40Z,SAFEWAY #3953,37.88,d_001283,exact_duplicate
227082,t_19f16ac24b1c34b3,u_01661,2026-07-12T06:35:40Z,In-N-Out,45.57,d_002318,exact_duplicate
228841,t_060f242c0f6d15ad,u_01781,2026-06-20T02:34:50Z,Costco,1.81,d_002497,exact_duplicate
232508,t_4e930ce5cf989228,u_01880,2026-07-02T00:13:32Z,PLANET FITNESS #4207,13.92,d_002637,exact_duplicate
232651,t_474bdbc766e87e9d,u_01826,2026-06-16T09:42:23Z,Marriott,35.51,d_002561,exact_duplicate
234698,t_6dfa6663d123fb42,u_00953,2026-06-12T20:03:26Z,BEST BUY,35.24,d_001332,exact_duplicate
235249,t_1795cafd433ab28b,u_01974,2026-07-27T16:49:35Z,Whole Foods,2.99,d_002825,exact_duplicate
238744,t_67154e6bdeae637b,u_00776,2026-07-12T08:01:04Z,SQ *CVS,65.25,d_001083,exact_duplicate
239331,t_13b38940ff9d134c,u_00438,2026-06-15T10:55:27Z,BEST BUY,20.96,d_000615,exact_duplicate
242289,t_5bc3b42e519dcd5b,u_00374,2026-07-13T10:15:05Z,Trader Joes Store 727,21.92,d_000519,exact_duplicate
242349,t_6073f09bf007de1a,u_01602,2026-06-30T03:52:02Z,Panda Express,30.31,d_002237,exact_duplicate
243580,t_43affc2a1ee84277,u_01852,2026-07-18T18:31:18Z,DoorDash,34.14,d_002596,exact_duplicate
244034,t_28d1b0740a340cdc,u_00367,2026-07-26T02:32:03Z,DELTA AIR LINES #5883,29.15,d_000509,exact_duplicate
244975,t_1fce70681ff08cd1,u_01250,2026-07-04T02:55:13Z,UBER,14.11,d_001750,exact_duplicate
245152,t_1bbc453adbb68535,u_00227,2026-05-15T00:56:18Z,Peets Coffee,26.22,d_000315,exact_duplicate
246679,t_172c149e7062f6bd,u_01999,2026-07-10T08:40:31Z,Spotify,5.99,d_002804,exact_duplicate
251056,t_6bc67cd668668d04,u_01645,2026-07-08T11:58:08Z,Subway Store 880,6.24,d_002296,exact_duplicate
255187,t_7fb1b8bf99591ea0,u_01584,2026-05-20T17:11:36Z,CHEVRON,29.68,d_002213,exact_duplicate
256974,t_437a6c3723ff2e8f,u_01799,2026-07-19T04:27:08Z,STEAM CA,7.69,d_002521,exact_duplicate
256997,t_3103d09dcdc28064,u_00191,2026-06-29T00:30:03Z,PEETS COFFEE #1895,270.39,d_000266,exact_duplicate
257840,t_7338339fd24af954,u_00048,2026-06-05T04:48:15Z,CVS,17.83,d_000072,exact_duplicate
259177,t_6924dcbd3b6c7094,u_01238,2026-05-21T13:45:13Z,CHIPOTLE #3693,19.63,d_001734,exact_duplicate
263992,t_2ff9ca61cd6c33c8,u_01439,2026-05-31T20:18:01Z,STEAM,10.09,d_002011,exact_duplicate
264953,t_237a3e0cdba5af6b,u_00206,2026-07-03T00:33:07Z,MARRIOTT,16.45,d_000285,exact_duplicate
265589,t_11115226bad2ed6a,u_01624,2026-07-08T23:29:17Z,SQ *PANDA EXPRESS,57.2,d_002267,exact_duplicate
267485,t_0ad01415b1225527,u_01662,2026-05-19T17:52:27Z,Best Buy,26.87,d_002320,exact_duplicate
269800,t_3f29322e78673265,u_01702,2026-07-24T04:51:19Z,WALMART #5862,30.39,d_002382,exact_duplicate
270285,t_587a0d208b256db2,u_01844,2026-06-25T03:30:28Z,SQ *LULULEMON,16.39,d_002584,exact_duplicate
271770,t_689a02b7a800ac80,u_00696,2026-05-29T00:54:06Z,MCDONALDS #1899,40.59,d_000980,exact_duplicate
273617,t_1b85b512bad99ecc,u_01882,2026-07-13T10:14:00Z,Geico,26.41,d_002640,exact_duplicate
276643,t_5a46299f50707bf8,u_01861,2026-07-27T21:41:13Z,VERIZON CA,32.61,d_002608,exact_duplicate
279202,t_5c7608fd35d22ca3,u_00662,2026-05-29T01:58:41Z,Ulta,42.01,d_000934,exact_duplicate
279587,t_3a97b25c27d4fcb2,u_01893,2026-05-10T04:02:08Z,ALIEXPRESS #6777,13.09,d_002654,exact_duplicate
280592,t_2493301147b66085,u_01701,2026-06-12T05:01:04Z,Hilton,21.77,d_002381,exact_duplicate
283937,t_4712dad5ea8a22fb,u_00227,2026-06-12T08:27:13Z,AIRBNB #5929,71.21,d_000315,exact_duplicate
284609,t_34ee3fcd501148fc,u_01290,2026-07-31T04:02:51Z,Nordstrom,15.61,d_001803,exact_duplicate
285976,t_3d218b24d7fc3e3e,u_00982,2026-07-13T23:30:34Z,Lyft,30.11,d_001371,exact_duplicate
286319,t_130f2df7e125ef72,u_00981,2026-05-20T07:12:07Z,Chipotle,11.78,d_001368,exact_duplicate
286681,t_271c4bbb76861811,u_00199,2026-07-30T06:09:46Z,Zelle Transfer,31.58,d_000276,exact_duplicate
286856,t_09c0fd54e79efffe,u_00117,2026-07-08T21:52:33Z,WHOLE FOODS,12.92,d_000166,exact_duplicate
289420,t_087dfc61e02c932f,u_00267,2026-06-08T12:23:52Z,Lyft,37.09,d_000371,exact_duplicate
294373,t_70f550b06e971dcb,u_01501,2026-07-12T03:41:44Z,Zelle Transfer,10.75,d_002098,exact_duplicate
298099,t_104cb435a04484a7,u_01113,2026-05-30T12:12:45Z,CVS,327.15,d_001561,exact_duplicate
301114,t_215259dbaeab7725,u_00932,2026-06-14T21:19:02Z,PG&E Store 54,10.99,d_002841,exact_duplicate
301421,t_4556f3d75e24860c,u_00590,2026-06-18T22:59:36Z,DoorDash,34.37,d_000824,exact_duplicate
301852,t_7ef1b8d8b2db179f,u_01964,2026-05-25T16:35:10Z,Peets Coffee,4.22,d_002754,exact_duplicate
301964,t_7118958e8ec622bf,u_00887,2026-05-18T10:28:47Z,McDonalds,14.71,d_001242,exact_duplicate
302626,t_45d1258142872721,u_00818,2026-06-10T02:55:08Z,Instacart,19.08,d_001144,exact_duplicate
304216,t_358abe99a2f081e1,u_01166,2026-05-31T19:04:37Z,DELTA AIR LINES,32.2,d_001638,exact_duplicate
306299,t_68e87955eb9e41b7,u_01872,2026-07-04T19:50:22Z,SEPHORA #6031,20.97,d_002846,exact_duplicate
307802,t_61586d4ef58ab801,u_01610,2026-07-31T21:44:21Z,Chipotle,25.31,d_002248,exact_duplicate
309481,t_7659b871507364e8,u_00343,2026-06-23T07:48:10Z,Nordstrom,13.41,d_000476,exact_duplicate
309562,t_26a28d0981e5a010,u_00435,2026-06-06T10:44:23Z,7-Eleven,57.75,d_000611,exact_duplicate
309894,t_477624b18f5ca20e,u_01990,2026-06-10T05:46:38Z,Instacart,2.64,d_002792,exact_duplicate
311327,t_31d710c5c055e6a5,u_01954,2026-05-22T00:07:52Z,Airbnb,34.01,d_002738,exact_duplicate
312610,t_780e4a29f6c3ea33,u_00944,2026-05-14T11:06:49Z,Panda Express,57.77,d_001320,exact_duplicate
319008,t_1da69e3568c5e055,u_00881,2026-05-18T16:02:14Z,Nordstrom,35.36,d_001235,exact_duplicate
320673,t_3ad649efb47fa7d2,u_00306,2026-05-31T10:54:45Z,TEMU,21.58,d_000423,exact_duplicate
322400,t_4983603af56359f9,u_01805,2026-07-06T17:02:21Z,PlayStation,53.44,d_002533,exact_duplicate
322760,t_30487ed6cabd8d4a,u_01781,2026-05-31T11:55:17Z,eBay,53.38,d_002497,exact_duplicate
323588,t_656a7591b6fee0b2,u_00903,2026-07-22T20:07:26Z,Trader Joes,5.27,d_001262,exact_duplicate
324893,t_4a8ceceaf6e0526d,u_01345,2026-07-23T14:37:07Z,TRADER JOES #5928,3.31,d_001879,exact_duplicate
325296,t_4b6d3eff928d001d,u_00129,2026-07-19T19:17:17Z,Venmo,23.59,d_000180,exact_duplicate
326245,t_4d62f25df4f92130,u_01446,2026-07-05T13:44:49Z,Starbucks,8.6,d_002019,exact_duplicate
326266,t_0cc17b4f69455185,u_00620,2026-05-13T04:14:49Z,SQ *T-MOBILE,21.84,d_000871,exact_duplicate
327109,t_38c8a04792fe67d3,u_00525,2026-06-20T12:44:13Z,eBay,24.96,d_000735,exact_duplicate
327412,t_13ad78bfb5abcc1e,u_01693,2026-05-10T04:38:52Z,Costco,31.33,d_002367,exact_duplicate
328818,t_1dccc7729fc4cdc1,u_00736,2026-05-11T21:29:55Z,ETSY ONLINE,4.46,d_001033,exact_duplicate
330474,t_77a466ce1e074b10,u_00101,2026-07-14T07:05:45Z,Temu,29.93,d_000142,exact_duplicate
330654,t_02897eeff06d059b,u_01781,2026-06-04T17:53:16Z,T-Mobile,29.32,d_002497,exact_duplicate
331076,t_41825014f856b3ab,u_01328,2026-07-14T15:44:09Z,Trader Joes,10.7,d_001854,exact_duplicate
331133,t_0987271426444628,u_01012,2026-07-06T07:55:47Z,Subway Store 133,6.31,d_001413,exact_duplicate
331289,t_76270b691c96b636,u_00467,2026-07-29T06:00:15Z,Home Depot,119.35,d_000659,exact_duplicate
331978,t_7d3f3903b60c4523,u_01166,2026-07-24T06:46:09Z,SQ *MARRIOTT,41.13,d_001637,exact_duplicate
333360,t_36ec3858f7b7035f,u_01045,2026-07-19T03:41:56Z,CHEVRON,15.33,d_001461,exact_duplicate
334697,t_3c522058afb41a73,u_01239,2026-07-29T18:52:40Z,Whole Foods,8.7,d_001735,exact_duplicate
334703,t_5603671a19afa978,u_01538,2026-06-09T07:14:10Z,IN-N-OUT #9417,9.63,d_002149,exact_duplicate
335105,t_08cbd24d46b8ee13,u_01111,2026-07-01T22:19:20Z,Safeway,43.96,d_001557,exact_duplicate
336686,t_060418cce575d306,u_00117,2026-05-31T04:59:52Z,Shein,13.14,d_000166,exact_duplicate
339396,t_7928125e1da32b3b,u_01844,2026-07-04T16:19:29Z,AIRBNB,19.79,d_002584,exact_duplicate
339657,t_63e7ce0b9e00896d,u_01844,2026-07-01T15:25:09Z,Steam,23.94,d_002584,exact_duplicate
341505,t_4dcb42720600a2ec,u_01498,2026-06-26T08:04:34Z,GOOGLE PLAY,36.48,d_002092,exact_duplicate
343144,t_1d61e686d46d017b,u_01442,2026-07-06T18:07:27Z,BEST BUY SUNNYVALE CA,,d_002014,missing_or_invalid_amount
343262,t_1d675e3fe658820a,u_01781,2026-07-27T13:37:02Z,Safeway,13.28,d_002497,exact_duplicate
344372,t_153632ef1fc280ed,u_00391,2026-07-04T18:31:30Z,Shein Store 867,57.2,d_000545,exact_duplicate
346133,t_0ff5f9c0a24d4321,u_00845,2026-07-03T10:30:58Z,Hilton,6.46,d_001180,exact_duplicate
346920,t_19a78538cca6f339,u_01426,2026-07-08T10:23:36Z,SQ *SHELL,27.13,d_001992,exact_duplicate
346933,t_334dc986b4d98fef,u_01844,not_a_timestamp,Temu,41.6,d_002584,unparseable_timestamp
347303,t_738d1231a281aa18,u_00092,2026-06-03T08:25:26Z,Spotify,,d_000130,missing_or_invalid_amount
348859,t_0653982f2adcb56c,u_00860,2026-06-26T12:01:04Z,Subway,12.12,d_001202,exact_duplicate
349341,t_34af31c8a814495a,u_01660,2026-06-04T01:28:21Z,TEMU ONLINE,55.43,d_002316,exact_duplicate
351945,t_3917488a285c96a1,u_00672,2026-05-20T05:47:17Z,Panda Express,46.26,d_000948,exact_duplicate
352490,t_3caaad9bcf36f0c8,u_00877,2026-06-25T03:20:26Z,AMC Theatres,15.75,d_001229,exact_duplicate
352699,t_7e7b71109fab9a64,u_00215,not_a_timestamp,UBER #9877,13.91,d_000298,unparseable_timestamp
357375,t_6ca2ed02df0642e1,u_01272,2026-07-17T14:47:45Z,SPOTIFY #5318,29.3,d_001781,exact_duplicate
358044,t_00013e1a86f11df3,u_00840,2026-07-28T20:43:11Z,7-ELEVEN,11.59,d_001174,exact_duplicate
360192,t_178a7269dd7b5bb3,u_00919,2026-07-15T22:23:35Z,TARGET #5146,12.96,d_001286,exact_duplicate
361182,t_192116552711b3fa,u_01290,2026-06-21T06:02:48Z,McDonalds,9.32,d_001803,exact_duplicate
361649,t_1b691a2081de25b2,u_00912,2026-06-04T21:29:45Z,Best Buy,290.62,d_002815,exact_duplicate
361863,t_768c0fc1dfd2de23,u_01083,2026-05-30T21:20:30Z,Spotify,19.97,d_001518,exact_duplicate
362529,t_1c5f12345b4d152d,u_01691,2026-07-02T21:09:52Z,Lululemon,4.61,d_002363,exact_duplicate
363215,t_7538c0d33f76f1da,u_01581,2026-06-02T07:47:29Z,Panda Express,10.57,d_002209,exact_duplicate
363510,t_35c8c9fa70f189fc,u_01708,2026-06-13T06:01:39Z,SQ *NIKE,27.95,d_002391,exact_duplicate
365171,t_645792574f788287,u_01891,2026-07-13T18:11:24Z,Nordstrom,55.16,d_002651,exact_duplicate
366080,t_1d76864bbf26d6e3,u_01345,2026-05-07T00:39:18Z,AMC Theatres,18.22,d_001878,exact_duplicate
366551,t_05bae3a525257a01,u_01110,2026-05-22T12:01:14Z,Chipotle,15.62,d_001556,exact_duplicate
369384,t_7160d32b07da7ddd,u_01245,2026-05-20T18:11:07Z,Whole Foods,9.75,d_001742,exact_duplicate
369672,t_22319b357a8412fa,u_00031,2026-07-05T16:47:42Z,REI,35.88,d_000048,exact_duplicate
372466,t_3dda44daf5c790b0,u_00221,2026-07-09T06:54:32Z,Venmo,5.44,d_000306,exact_duplicate
373845,t_55a69699f4b73dbb,u_01350,2026-07-21T17:47:47Z,Safeway,12.31,d_001884,exact_duplicate
375610,t_4c52db3fb253e524,u_01906,2026-05-07T01:49:53Z,Chipotle,10.52,d_002670,exact_duplicate
376094,t_0d933ca785afef85,u_01805,2026-05-11T00:48:23Z,Walgreens Store 89,21.7,d_002533,exact_duplicate
376474,t_444d9ee75916cb9b,u_01515,2026-05-08T09:00:15Z,eBay,4.76,d_002118,exact_duplicate
377341,t_2d09cbceb575860a,u_00903,2026-05-21T05:33:25Z,Temu Store 882,10.25,d_001262,exact_duplicate
378014,t_2a3b731da9a27300,u_00137,2026-05-04T03:36:48Z,MCDONALDS #9708,20.41,d_000190,exact_duplicate
378986,t_67094a7efa78c365,u_00845,2026-06-21T13:27:05Z,AMC THEATRES #9764,10.69,d_001181,exact_duplicate
379471,t_4b70675b8af53cd8,u_00278,2026-05-04T18:37:09Z,Chevron Store 987,,d_000384,missing_or_invalid_amount
380643,t_14e0d0bca8ecc965,u_01731,2026-06-06T04:26:40Z,PLAYSTATION,29.8,d_002424,exact_duplicate
382206,t_6b9fccd9411a48dd,u_00662,2026-07-12T22:47:23Z,SQ *TRADER JOES,114.32,d_000934,exact_duplicate
382979,t_071d7603d34fe149,u_01526,2026-07-15T07:23:09Z,SQ *HILTON,15.9,d_002133,exact_duplicate
383528,t_42b1f63c65591f03,u_01711,2026-05-11T14:05:47Z,Nordstrom,46.7,d_002395,exact_duplicate
383756,t_0516c7f1a8cfc689,u_01046,2026-05-20T17:09:24Z,PG&E,9.4,d_001462,exact_duplicate
383955,t_57aa0e83d026fac7,u_00227,2026-05-07T07:12:37Z,United Airlines,31.31,d_000315,exact_duplicate
385004,t_787ceba06de40342,u_01435,2026-07-03T04:37:27Z,PANDA EXPRESS #6283,23.29,d_002005,exact_duplicate
387761,t_2aea42cb39a1b27d,u_00435,2026-07-03T04:47:35Z,ULTA #7286,18.34,d_000611,exact_duplicate
391818,t_19c02aa68d0888fd,u_00464,2026-05-18T02:22:05Z,AMC Theatres Store 751,23.79,d_000654,exact_duplicate
392248,t_4b3ce801623935fb,u_01164,2026-06-14T21:26:54Z,ULTA,9.83,d_001634,exact_duplicate
393864,t_291743eec5ada490,u_00471,2026-06-16T12:14:47Z,APPLE,15.91,d_000664,exact_duplicate
395997,t_2ab0353388840e8f,u_01844,2026-07-06T05:21:57Z,Geico,10.42,d_002584,exact_duplicate
396244,t_77b2afeeb728b71d,u_00434,2026-06-15T13:02:28Z,Chipotle,26.84,d_000610,exact_duplicate
397014,t_21e381125c6e4f23,u_00841,2026-05-11T07:01:25Z,Etsy Store 185,51.88,d_001175,exact_duplicate
399348,t_2cb18b055a4bc220,u_00848,2026-07-13T01:00:03Z,PLANET FITNESS SAN JOSE CA,2.5,d_001185,exact_duplicate
400155,t_21d18451fbe18861,u_01893,2026-07-04T08:14:28Z,Verizon,23.94,d_002654,exact_duplicate
400480,t_4e912737129dddaa,u_01464,2026-07-26T03:20:16Z,Nike,100.85,d_002045,exact_duplicate
400911,t_22862a5737380ce0,u_01889,2026-05-14T10:16:08Z,MARRIOTT,40.92,d_002649,exact_duplicate
401708,t_383f1faa393a4584,u_00736,2026-05-23T05:24:21Z,AMC Theatres Store 974,45.13,d_001033,exact_duplicate
403051,t_7ea17882f835c86f,u_01854,2026-07-31T17:31:45Z,United Airlines,35.01,d_002599,exact_duplicate
403156,t_0e0965d9397cf6dd,u_01577,2026-06-16T08:23:38Z,VERIZON,36.67,d_002201,exact_duplicate
403726,t_7d2f7f86c512cffc,u_01970,2026-07-14T02:08:33Z,Google Play,,d_002762,missing_or_invalid_amount
404486,t_3e17245054c2023f,u_01316,2026-05-09T16:27:20Z,Ulta,18.56,d_001838,exact_duplicate
405770,t_0a1816bb905cd848,u_01228,2026-07-02T05:24:38Z,LYFT,52.6,d_001722,exact_duplicate
409778,t_05efa6d9b6af2041,u_00845,2026-05-25T00:01:27Z,Chipotle,5.74,d_001181,exact_duplicate
410312,t_05590936f508ffa7,u_00462,2026-06-21T04:54:28Z,In-N-Out,39.88,d_000652,exact_duplicate
410895,t_45dbdae21dd4470d,u_01321,2026-06-22T18:26:09Z,Zelle Transfer,51.31,d_001845,exact_duplicate
413186,t_57d5d5d672e4e4b5,u_00920,2026-07-22T11:05:25Z,CVS,23.16,d_001287,exact_duplicate
415562,t_4a5877ca669a1070,u_00845,2026-05-28T10:53:02Z,Geico,18.51,d_001180,exact_duplicate
419721,t_780e2975c68c798b,u_00376,2026-07-10T13:24:51Z,PANDA EXPRESS SUNNYVALE CA,7.68,d_000522,exact_duplicate
419732,t_78e2e07014d8ed78,u_00513,2026-07-10T20:38:00Z,Airbnb,65.78,d_000719,exact_duplicate
420301,t_301ecc247d650ca4,u_00903,not_a_timestamp,Shell,4.53,d_001262,unparseable_timestamp
420699,t_0ccd4e36d8a5e0f5,u_00585,2026-05-18T11:59:59Z,Target,6.46,d_000819,exact_duplicate
421044,t_7c9ae21eb09cff53,u_01660,2026-06-10T09:02:22Z,SPOTIFY,26.49,d_002316,exact_duplicate
421177,t_62bcc0f9883f6a98,u_01761,2026-07-17T23:19:13Z,Etsy,9.77,d_002469,exact_duplicate
426647,t_367791ad19542302,u_00713,2026-07-22T23:32:59Z,AMC Theatres Store 203,26.2,d_001005,exact_duplicate
428659,t_063034c838fbd554,u_00228,2026-06-15T08:15:53Z,Chipotle,34.2,d_000316,exact_duplicate
429180,t_26c4ca7f6b1273a3,u_01893,2026-07-11T04:26:35Z,SQ *CHEVRON,9.85,d_002654,exact_duplicate
430934,t_0f64478c903281c1,u_01990,2026-06-27T22:55:25Z,Panda Express,4.78,d_002792,exact_duplicate
431380,t_2a010309293474c2,u_01313,2026-07-31T16:58:01Z,In-N-Out Store 583,12.19,d_001834,exact_duplicate
431779,t_0f063bdec4554a49,u_01893,2026-06-23T03:37:44Z,Peets Coffee,1.61,d_002654,exact_duplicate
433347,t_29ea13747a69e955,u_01803,2026-06-11T15:45:04Z,Nike,5.76,d_002529,exact_duplicate
434802,t_14bee3c64f3ab14b,u_01297,2026-07-08T20:24:13Z,REI #3314,20.04,d_001811,exact_duplicate
441035,t_7ef0a971e6e3d439,u_01464,2026-06-05T10:37:09Z,ALIEXPRESS ONLINE,39.5,d_002044,exact_duplicate
441235,t_325395963483d970,u_01195,2026-06-26T11:42:58Z,Google Play Store 297,68.33,d_001678,exact_duplicate
441382,t_1d19c1caf927eb9b,u_00912,2026-05-12T20:22:54Z,Trader Joes,2.71,d_001276,exact_duplicate
441446,t_5be09b03693fd40c,u_01469,2026-06-30T15:17:12Z,Netflix,22.46,d_002052,exact_duplicate
442786,t_0305cdd6ba5a1386,u_00761,2026-05-11T15:30:18Z,MARRIOTT,82.87,d_001064,exact_duplicate
