txn_id,rules,reason,user_id,timestamp,amount,merchant_name,device_id,related_txn_ids
t_27ce02fdd1379bb4,LARGE_PURCHASE_ON_NEW_DEVICE,"Large purchase on new device: $335.55 at GIFTCARDS EXPRESS on device d_772146, 1.9h after it first appeared on this account (2026-05-15 09:06 UTC). That is 7x the account's median purchase of $46.70 over its 34 earlier purchases.",u_01032,2026-05-15T11:01:20Z,335.55,GIFTCARDS EXPRESS,d_772146,
t_39e5ea5deb636c3f,LARGE_PURCHASE_ON_NEW_DEVICE,"Large purchase on new device: $154.13 at JEWELRY WHOLESALE CO on device d_772146, 10.9h after it first appeared on this account (2026-05-15 09:06 UTC). That is 3x the account's median purchase of $46.70 over its 34 earlier purchases.",u_01032,2026-05-15T20:02:43Z,154.13,JEWELRY WHOLESALE CO,d_772146,
t_27d20598dd9ca4a5,LARGE_PURCHASE_ON_NEW_DEVICE,"Large purchase on new device: $415.17 at JEWELRY WHOLESALE CO on device d_772146, 12.6h after it first appeared on this account (2026-05-15 09:06 UTC). That is 9x the account's median purchase of $46.70 over its 34 earlier purchases.",u_01032,2026-05-15T21:43:02Z,415.17,JEWELRY WHOLESALE CO,d_772146,
t_159c1f17efc3e7fc,CARD_TESTING_BURST,Card-testing burst: 10 charges under $5 at 7 different merchants within 14 min ($29.00 so far). The burst ran to 24 charges and $70.31 by 04:07 UTC; its other charges are listed in related_txn_ids.,u_01026,2026-05-16T03:42:21Z,1.69,GAMETOP CREDITS,d_001435,t_4957d15f7252352d;t_514a9d559f48d628;t_4a929091c3e1b796;t_63dbf04ab6429402;t_1572c53e28312c5b;t_09a3f6f0ceabd4f9;t_330e5eb33e1126e2;t_7ece6ef0d0186419;t_5c70fa01c53eb539;t_29131ec1a354f8fa;t_654b99195574b08c;t_5295d57d6dc51a95;t_5814f4f1a280b5cc;t_3821bb3a7ae6a01c;t_06be2016ab6119eb;t_4a93d38df0541c21;t_7010e8ed52654af6;t_5ed1b474497f0755;t_58649079b66e1b9f;t_28a545d8c06ae3d5;t_2718f695b5681d17;t_727f944d01125e22;t_56e15711898e8eb2
t_1b4b4593dccd882a,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS;LARGE_PURCHASE_ON_NEW_DEVICE,"Device new to multiple accounts: device d_772146 has been used by 2 accounts that had never used it before, starting 2026-05-15. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $386.23 at GIFTCARDS EXPRESS. | Large purchase on new device: $386.23 at GIFTCARDS EXPRESS on device d_772146, its first transaction on this account (2026-05-17 14:38 UTC). That is 23x the account's median purchase of $16.99 over its 35 earlier purchases.",u_01943,2026-05-17T14:38:51Z,386.23,GIFTCARDS EXPRESS,d_772146,
t_5ccc6e5b628bb50e,CARD_TESTING_BURST,Card-testing burst: 11 charges under $5 at 5 different merchants within 14 min ($28.68 so far). The burst ran to 15 charges and $40.81 by 17:30 UTC; its other charges are listed in related_txn_ids.,u_00626,2026-05-17T17:26:46Z,0.75,GAMETOP CREDITS,d_000880,t_796456905005d808;t_4afc54b23e4bbaeb;t_073085a8ab445f56;t_29373f4133505a6a;t_4b71afb0e150ed57;t_2b5dbabdaf7b1d52;t_09ed11ce18b4e9d6;t_0632d8deda833e41;t_0dc8e4ac38c322b1;t_79da72b2eb45663d;t_688d9e8889c357b9;t_2d1ce99d27dfb3cb;t_63de15ecd54b6791;t_7afd6f36d23d3a90
t_3f0137bd06c266dd,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS;LARGE_PURCHASE_ON_NEW_DEVICE,"Device new to multiple accounts: device d_772146 has been used by 2 accounts that had never used it before, starting 2026-05-15. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $406.96 at RESELL MARKET 24. | Large purchase on new device: $406.96 at RESELL MARKET 24 on device d_772146, 12.2h after it first appeared on this account (2026-05-17 14:38 UTC). That is 24x the account's median purchase of $16.99 over its 35 earlier purchases.",u_01943,2026-05-18T02:49:38Z,406.96,RESELL MARKET 24,d_772146,
t_70826bc44e8f84e6,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS,"Device new to multiple accounts: device d_772146 has been used by 2 accounts that had never used it before, starting 2026-05-15. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $371.53 at LUXE ELECTRONICS OUTLET.",u_01943,2026-05-18T17:39:17Z,371.53,LUXE ELECTRONICS OUTLET,d_772146,
t_463e195141e1acc1,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS,"Device new to multiple accounts: device d_772146 has been used by 2 accounts that had never used it before, starting 2026-05-15. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $377.70 at GIFTCARDS EXPRESS.",u_01943,2026-05-18T20:01:10Z,377.7,GIFTCARDS EXPRESS,d_772146,
t_07bb52a50e4296eb,CARD_TESTING_BURST,Card-testing burst: 10 charges under $5 at 7 different merchants within 17 min ($21.19 so far). The burst ran to 19 charges and $42.04 by 01:04 UTC; its other charges are listed in related_txn_ids.,u_00794,2026-05-19T00:53:11Z,2.91,QUICKSUB.IO,d_001110,t_17dedc9452a3fa60;t_22201fc5374dcbd8;t_4680bc8e2bead10f;t_115cb94b3f0ecd71;t_6e59a7de9d1d43af;t_58af19f9e6cc8f37;t_34da3410d89309b4;t_2c0d3900be45e6b0;t_4727ee8e883d5361;t_4d4b502ddecfe7a5;t_60636f89da900805;t_30da3a542021ac33;t_573e6bf845072307;t_0f44ac5c0bf06efb;t_7f71ea3d61da17b2;t_4f798b45db5dd79e;t_06c4598502f6deca;t_3acd95f3ad07715f
t_42740d31b627069a,CARD_TESTING_BURST,Card-testing burst: 10 charges under $5 at 8 different merchants within 18 min ($32.39 so far). The burst ran to 20 charges and $62.97 by 06:19 UTC; its other charges are listed in related_txn_ids.,u_01477,2026-05-19T06:02:47Z,0.84,DONATENOW ORG,d_002061,t_33e8cff6514cc39b;t_2d48d8bf139a8a28;t_11e185cefaca38b2;t_7acb5ee0eef98be7;t_58c768e0a2368296;t_4fa6dcf098b2ef45;t_546aecb478029fef;t_71756bf95f154668;t_6e1c54a24b473957;t_6e24b28f7cf541fc;t_440e82c1b7d6febd;t_7287fbeeb7373bb9;t_6e87fff112e051da;t_75a16e24b9afda10;t_3e788b0c4daf7fee;t_2781ba6fc047d405;t_37153de9ee8e2aac;t_4d7115c86b14f29b;t_10dcf9b083066e31
t_1d555b940fab77d4,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS,"Device new to multiple accounts: device d_772146 has been used by 2 accounts that had never used it before, starting 2026-05-15. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $294.77 at JEWELRY WHOLESALE CO.",u_01943,2026-05-19T15:11:43Z,294.77,JEWELRY WHOLESALE CO,d_772146,
t_099091ef011127ab,CARD_TESTING_BURST,Card-testing burst: 10 charges under $5 at 8 different merchants within 12 min ($30.76 so far). The burst ran to 22 charges and $59.99 by 17:40 UTC; its other charges are listed in related_txn_ids.,u_01584,2026-05-19T17:21:17Z,4.36,QUICKSUB.IO,d_002212,t_1884acf119ccf78c;t_5e5113e1dd67f4e3;t_41e8bc4d347b77af;t_268658754380bb9a;t_79c0b4e984b08cc1;t_4ce40d64c157a87d;t_363eb5bf9a631c05;t_35958685036c8a7b;t_48a9f08f778351b9;t_702e6248ce413a6c;t_225d256b8bf25bed;t_321e078e5b87bae2;t_67ecf572c99521f9;t_247e1cbbd776c210;t_2c48919c158f1fc3;t_24b75954f136d52a;t_0b934366f9d6e4a5;t_32bc5e5fa83860da;t_5b7c26099d229f23;t_4ef05051d3b6e360;t_71f28fa8d90c187d
t_7add65f205e5194a,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS;LARGE_PURCHASE_ON_NEW_DEVICE,"Device new to multiple accounts: device d_772146 has been used by 3 accounts that had never used it before, starting 2026-05-15. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $339.48 at PREPAID DEPOT. | Large purchase on new device: $339.48 at PREPAID DEPOT on device d_772146, its first transaction on this account (2026-05-20 00:16 UTC). That is 14x the account's median purchase of $24.52 over its 30 earlier purchases.",u_01810,2026-05-20T00:16:41Z,339.48,PREPAID DEPOT,d_772146,
t_28a771a1f45d241b,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS;LARGE_PURCHASE_ON_NEW_DEVICE,"Device new to multiple accounts: device d_772146 has been used by 3 accounts that had never used it before, starting 2026-05-15. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $164.09 at RESELL MARKET 24. | Large purchase on new device: $164.09 at RESELL MARKET 24 on device d_772146, 18.5h after it first appeared on this account (2026-05-20 00:16 UTC). That is 7x the account's median purchase of $24.52 over its 30 earlier purchases.",u_01810,2026-05-20T18:46:25Z,164.09,RESELL MARKET 24,d_772146,
t_5738aa6e8eaac932,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS;LARGE_PURCHASE_ON_NEW_DEVICE,"Device new to multiple accounts: device d_772146 has been used by 3 accounts that had never used it before, starting 2026-05-15. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $309.07 at PREPAID DEPOT. | Large purchase on new device: $309.07 at PREPAID DEPOT on device d_772146, 19.8h after it first appeared on this account (2026-05-20 00:16 UTC). That is 13x the account's median purchase of $24.52 over its 30 earlier purchases.",u_01810,2026-05-20T20:06:27Z,309.07,PREPAID DEPOT,d_772146,
t_685ecd7895be3d88,CARD_TESTING_BURST,Card-testing burst: 10 charges under $5 at 7 different merchants within 16 min ($33.57 so far). The burst ran to 18 charges and $60.28 by 03:43 UTC; its other charges are listed in related_txn_ids.,u_01458,2026-05-21T03:33:59Z,3.24,GLOBALPAY NET,d_002037,t_04485b158dc67b4d;t_41439b2442546f56;t_3f3350bfec1739bc;t_5e927f3eea1a55f3;t_08f68a3455e19efa;t_4f4dd056070daf95;t_6ab7e6a682384930;t_61f39d7fcc381056;t_4eec4bd8c43962b8;t_471886a85195dd5a;t_26fd2298720061bd;t_0fd9adfcf03d8baf;t_5fd00697aff69840;t_10a2eb8d264448a9;t_5c4ec822d1b3bf6b;t_4e0da55055de3f37;t_430f04220efea827
t_216f1e2c40916c1b,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS,"Device new to multiple accounts: device d_772146 has been used by 3 accounts that had never used it before, starting 2026-05-15. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $227.10 at PREPAID DEPOT.",u_01810,2026-05-21T13:32:05Z,227.1,PREPAID DEPOT,d_772146,
t_39dfe879d6f35693,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS,"Device new to multiple accounts: device d_772146 has been used by 3 accounts that had never used it before, starting 2026-05-15. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $265.62 at LUXE ELECTRONICS OUTLET.",u_01810,2026-05-22T08:23:44Z,265.62,LUXE ELECTRONICS OUTLET,d_772146,
t_347ea3322fda3fbe,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS;LARGE_PURCHASE_ON_NEW_DEVICE,"Device new to multiple accounts: device d_772146 has been used by 4 accounts that had never used it before, starting 2026-05-15. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $231.01 at GIFTCARDS EXPRESS. | Large purchase on new device: $231.01 at GIFTCARDS EXPRESS on device d_772146, its first transaction on this account (2026-05-22 16:06 UTC). That is 4x the account's median purchase of $58.12 over its 55 earlier purchases.",u_01855,2026-05-22T16:06:55Z,231.01,GIFTCARDS EXPRESS,d_772146,
t_5c46198242f7c65a,CARD_TESTING_BURST,Card-testing burst: 10 charges under $5 at 8 different merchants within 11 min ($21.09 so far). The burst ran to 25 charges and $62.66 by 18:17 UTC; its other charges are listed in related_txn_ids.,u_00915,2026-05-22T17:55:11Z,0.54,QUICKSUB.IO,d_001281,t_6f7492be62d34151;t_2828163c2e76b8b3;t_0b43bafc9814a8be;t_11383523b5ebcd65;t_2635126ff22a39cf;t_1bb25dbc01161f32;t_0ff0616e338aefad;t_02c7f6fd24c0d1d5;t_01fb8ab8a2e32577;t_7a7ab6f3e229fb5e;t_3ea4ae7b0a2737a2;t_130dd4d4dfe356d9;t_2722eaf524187617;t_72e921477a52f36c;t_233f8c7d5ed90efb;t_21700256dda49bf2;t_7867915b0d515e50;t_4c8badd839062e6d;t_3faaf2c0b344fd0f;t_6286197c26713ec2;t_0598cd85afc8a98d;t_773b186ae7ff50b8;t_3a1456f9a56c28d9;t_1e16649d15e82935
t_493a46c019d3cca4,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS;LARGE_PURCHASE_ON_NEW_DEVICE,"Device new to multiple accounts: device d_772146 has been used by 4 accounts that had never used it before, starting 2026-05-15. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $299.10 at JEWELRY WHOLESALE CO. | Large purchase on new device: $299.10 at JEWELRY WHOLESALE CO on device d_772146, 3.2h after it first appeared on this account (2026-05-22 16:06 UTC). That is 5x the account's median purchase of $58.12 over its 55 earlier purchases.",u_01855,2026-05-22T19:20:37Z,299.1,JEWELRY WHOLESALE CO,d_772146,
t_06723105f6781457,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS;LARGE_PURCHASE_ON_NEW_DEVICE,"Device new to multiple accounts: device d_772146 has been used by 4 accounts that had never used it before, starting 2026-05-15. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $305.99 at JEWELRY WHOLESALE CO. | Large purchase on new device: $305.99 at JEWELRY WHOLESALE CO on device d_772146, 16.5h after it first appeared on this account (2026-05-22 16:06 UTC). That is 5x the account's median purchase of $58.12 over its 55 earlier purchases.",u_01855,2026-05-23T08:39:01Z,305.99,JEWELRY WHOLESALE CO,d_772146,
t_5c8a907dfa1989fd,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS,"Device new to multiple accounts: device d_772146 has been used by 4 accounts that had never used it before, starting 2026-05-15. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $141.26 at GIFTCARDS EXPRESS.",u_01855,2026-05-23T09:58:02Z,141.26,GIFTCARDS EXPRESS,d_772146,
t_41a262247fb8ea92,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS;LARGE_PURCHASE_ON_NEW_DEVICE,"Device new to multiple accounts: device d_772146 has been used by 4 accounts that had never used it before, starting 2026-05-15. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $352.13 at LUXE ELECTRONICS OUTLET. | Large purchase on new device: $352.13 at LUXE ELECTRONICS OUTLET on device d_772146, 20.7h after it first appeared on this account (2026-05-22 16:06 UTC). That is 6x the account's median purchase of $58.12 over its 55 earlier purchases.",u_01855,2026-05-23T12:49:42Z,352.13,LUXE ELECTRONICS OUTLET,d_772146,
t_771a68b32e9623a6,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS,"Device new to multiple accounts: device d_772146 has been used by 4 accounts that had never used it before, starting 2026-05-15. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $146.00 at RESELL MARKET 24.",u_01855,2026-05-23T16:06:39Z,146.0,RESELL MARKET 24,d_772146,
t_7ce85bafbf78a05e,LARGE_PURCHASE_ON_NEW_DEVICE,"Large purchase on new device: $96.37 at LUXE ELECTRONICS OUTLET on device d_985129, its first transaction on this account (2026-05-23 18:26 UTC). That is 4x the account's median purchase of $25.31 over its 63 earlier purchases.",u_00881,2026-05-23T18:26:56Z,96.37,LUXE ELECTRONICS OUTLET,d_985129,
t_7c88a11ee667f7ac,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS;LARGE_PURCHASE_ON_NEW_DEVICE,"Device new to multiple accounts: device d_772146 has been used by 5 accounts that had never used it before, starting 2026-05-15. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $268.11 at PREPAID DEPOT. | Large purchase on new device: $268.11 at PREPAID DEPOT on device d_772146, its first transaction on this account (2026-05-23 19:21 UTC). That is 17x the account's median purchase of $15.66 over its 44 earlier purchases.",u_01719,2026-05-23T19:21:31Z,268.11,PREPAID DEPOT,d_772146,
t_27e37fe017c1b398,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS;LARGE_PURCHASE_ON_NEW_DEVICE,"Device new to multiple accounts: device d_772146 has been used by 5 accounts that had never used it before, starting 2026-05-15. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $380.41 at LUXE ELECTRONICS OUTLET. | Large purchase on new device: $380.41 at LUXE ELECTRONICS OUTLET on device d_772146, 13.3h after it first appeared on this account (2026-05-23 19:21 UTC). That is 24x the account's median purchase of $15.66 over its 44 earlier purchases.",u_01719,2026-05-24T08:37:22Z,380.41,LUXE ELECTRONICS OUTLET,d_772146,
t_20de5bcb620ded2e,LARGE_PURCHASE_ON_NEW_DEVICE,"Large purchase on new device: $435.88 at JEWELRY WHOLESALE CO on device d_985129, 16.8h after it first appeared on this account (2026-05-23 18:26 UTC). That is 17x the account's median purchase of $25.31 over its 63 earlier purchases.",u_00881,2026-05-24T11:13:06Z,435.88,JEWELRY WHOLESALE CO,d_985129,
t_110eeb7bcf5912cb,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS;LARGE_PURCHASE_ON_NEW_DEVICE,"Device new to multiple accounts: device d_772146 has been used by 5 accounts that had never used it before, starting 2026-05-15. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $366.32 at GIFTCARDS EXPRESS. | Large purchase on new device: $366.32 at GIFTCARDS EXPRESS on device d_772146, 16.7h after it first appeared on this account (2026-05-23 19:21 UTC). That is 23x the account's median purchase of $15.66 over its 44 earlier purchases.",u_01719,2026-05-24T12:03:56Z,366.32,GIFTCARDS EXPRESS,d_772146,
t_1fd6723db2d9bc7f,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS;LARGE_PURCHASE_ON_NEW_DEVICE,"Device new to multiple accounts: device d_772146 has been used by 5 accounts that had never used it before, starting 2026-05-15. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $109.49 at JEWELRY WHOLESALE CO. | Large purchase on new device: $109.49 at JEWELRY WHOLESALE CO on device d_772146, 23.6h after it first appeared on this account (2026-05-23 19:21 UTC). That is 7x the account's median purchase of $15.66 over its 44 earlier purchases.",u_01719,2026-05-24T19:00:05Z,109.49,JEWELRY WHOLESALE CO,d_772146,
t_4cd7b3b290d5915d,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS,"Device new to multiple accounts: device d_772146 has been used by 5 accounts that had never used it before, starting 2026-05-15. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $408.27 at RESELL MARKET 24.",u_01719,2026-05-24T22:57:51Z,408.27,RESELL MARKET 24,d_772146,
t_259d248a0f3d53a0,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS,"Device new to multiple accounts: device d_772146 has been used by 5 accounts that had never used it before, starting 2026-05-15. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $273.64 at LUXE ELECTRONICS OUTLET.",u_01719,2026-05-25T07:07:18Z,273.64,LUXE ELECTRONICS OUTLET,d_772146,
t_6da534d609c51b5f,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS,"Device new to multiple accounts: device d_772146 has been used by 5 accounts that had never used it before, starting 2026-05-15. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $320.17 at PREPAID DEPOT.",u_01719,2026-05-25T22:43:36Z,320.17,PREPAID DEPOT,d_772146,
t_0494ec5ab68d8ff8,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS,"Device new to multiple accounts: device d_772146 has been used by 6 accounts that had never used it before, starting 2026-05-15. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $115.71 at JEWELRY WHOLESALE CO.",u_01380,2026-05-26T01:11:01Z,115.71,JEWELRY WHOLESALE CO,d_772146,
t_39804abd26658174,DEVICE_NEW_TO_MULTIPLE_ACCOUNTS;LARGE_PURCHASE_ON_NEW_DEVICE,"Device new to multiple accounts: device d_772146 has been used by 6 accounts that had never used it before, starting 2026-05-15. One device operating several accounts points to an account-takeover ring or mule farm. This transaction: $188.54 at PREPAID DEPOT. | Large purchase on new device: $188.54 at PREPAID DEPOT on device d_772146, 5.7h after it first appeared on this account (2026-05-26 01:11 UTC). That is 4x the account's median purchase of $48.63 over its 185 earlier purchases.",u_01380,2026-05-26T06:54:04Z,188.54,PREPAID DEPOT,d_772146,
